block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24020222,96696,48766,171.92,27.17
24020223,144944,72356,320.75,38.5
24020224,70116,31792,179.17,22.04
24020225,113980,51403,227.29,34.33
24020226,137196,65569,248.46,37.96
24020227,68308,31144,127.25,19.0
24020228,81368,37363,155.29,22.29
24020229,165400,75298,322.71,48.5
24020230,89608,44679,176.13,23.33
24020231,220880,96690,438.67,65.71
24020232,142824,62588,292.71,41.37
24020233,83780,40921,210.88,25.87
24020234,82844,41749,173.54,22.12
24020235,113192,53289,222.75,34.75
24020236,96752,46807,210.29,29.58
24020237,81912,40009,167.96,23.33
24020238,155920,75376,350.21,45.04
24020239,99300,48594,206.79,71.88
24020240,69496,33587,145.04,20.17
24020241,158812,63162,319.29,50.37
24020242,85600,40095,171.37,24.83
24020243,146412,64802,300.92,42.13
24020244,122580,52107,237.42,34.42
24020245,112132,52123,215.79,29.96
24020246,127200,57175,243.54,35.71
24020247,23128,11681,97.62,7.21
24020248,123652,58525,249.04,38.04
24020249,168808,76332,335.62,47.33
24020250,136164,41680,191.83,45.96
24020251,223012,102791,451.25,61.0
24020252,135104,60541,262.79,82.08
24020253,72156,31433,129.83,19.96
24020254,188348,82470,368.08,51.29
24020255,118332,54541,240.04,77.54
24020256,123792,52333,235.71,36.38
24020257,100208,43196,188.75,29.54
24020258,3544,2199,63.0,2.71
24020259,356592,176705,834.63,143.21
24020260,34208,15458,91.67,10.79
24020261,241068,116285,510.17,66.87
24020262,105532,51750,233.96,29.12
24020263,175448,94174,347.75,46.62
24020264,114404,57491,250.87,31.42
24020265,94316,49119,209.83,24.5
24020266,112760,55145,237.42,30.71
24020267,91276,43433,183.54,25.33
24020268,109112,55609,235.0,29.37
24020269,47344,25945,92.96,12.42
24020270,221408,109223,465.12,59.04
24020271,77352,34727,152.88,21.5
24020272,146740,84970,284.5,36.04
24020273,56704,26382,117.67,17.25
24020274,201076,103110,367.79,53.29
24020275,97316,47275,195.88,26.62
24020276,103740,56949,181.08,26.96
24020277,47124,21835,92.71,14.29
24020278,98732,48996,197.17,27.29
24020279,43116,20330,85.29,11.96
24020280,188088,94125,359.5,49.46
24020281,110392,54365,223.0,29.33
24020282,124516,54819,241.13,34.71
24020283,118368,49504,215.96,32.79
24020284,120316,56220,231.92,31.75
24020285,98052,41853,176.33,28.54
24020286,134356,62530,269.71,37.17
24020287,157224,74398,317.75,42.21
24020288,116732,54244,227.13,31.54
24020289,88500,41087,196.62,24.5
24020290,130252,73090,246.54,31.42
24020291,151340,74903,323.25,41.67
24020292,85360,41410,172.04,23.66
24020293,119088,61457,210.33,31.79
24020294,104496,53132,230.58,28.96
24020295,114972,53932,233.21,33.17
24020296,28540,11431,56.62,9.67
24020297,256464,139307,504.92,67.29
24020298,128120,56820,242.37,35.54
24020299,115164,58337,237.67,29.54
24020300,115484,47636,203.29,31.83
24020301,228312,117468,475.25,59.42
24020302,150836,72992,307.46,40.0
24020303,136120,69133,289.75,36.63
24020304,15708,7989,42.25,5.63
24020305,101664,46830,193.21,28.25
24020306,109888,58389,188.67,28.25
24020307,161704,88928,310.21,41.08
24020308,87840,36394,153.29,24.17
24020309,196088,93401,389.75,51.33
24020310,165948,74845,320.25,44.63
24020311,148472,67161,299.5,40.25
24020312,92312,44322,177.17,24.08
24020313,14376,8173,34.46,5.04
24020314,186460,84683,361.63,52.08
24020315,151140,63552,289.13,41.79
24020316,141720,59729,268.42,40.33
24020317,46484,26923,85.79,11.38
24020318,176256,83230,397.67,64.96
24020319,105280,50972,229.84,36.96
24020320,81220,43269,177.71,22.42
24020321,98656,47354,204.17,28.63
24020322,114348,60406,255.42,31.29
24020323,121256,57984,254.08,34.96
24020324,125604,64363,275.96,34.33
24020325,120664,62182,268.21,33.04
24020326,136712,76831,276.08,36.75
24020327,141464,74725,287.67,39.04
24020328,75704,34993,159.96,22.54
24020329,131588,64436,288.67,36.92
24020330,83264,42190,174.67,23.0
24020331,96084,46195,188.83,26.5
24020332,108476,48358,202.17,31.5
24020333,19820,9602,44.13,10.37
24020334,351420,196142,748.71,91.38
24020335,164984,76681,334.46,44.46
24020336,126924,53286,230.25,35.33
24020337,104564,44079,185.42,29.25
24020338,145840,60510,278.33,41.25
24020339,149756,68258,297.21,40.75
24020340,127176,53163,226.79,34.63
24020341,141168,60310,266.83,39.0
24020342,166656,69609,326.58,48.29
24020343,129852,55663,240.79,35.33
24020344,63452,28608,133.21,18.21
24020345,133080,65898,285.29,36.25
24020346,106396,47929,206.58,30.21
24020347,88712,40266,163.25,24.04
24020348,105964,50825,212.5,28.5
24020349,120340,53344,225.96,33.25
24020350,23848,12317,52.12,7.29
24020351,140252,66938,289.04,38.25
24020352,202200,97009,406.58,53.33
24020353,151196,66878,306.62,43.67
24020354,130016,64169,269.88,34.13
24020355,43584,19933,89.46,13.04
24020356,172500,75782,361.38,51.46
24020357,196080,86343,398.71,56.62
24020358,156616,79932,303.58,44.33
24020359,101560,48714,211.0,28.75
24020360,86188,44613,185.75,23.67
24020361,120312,56796,239.12,32.13
24020362,138824,60913,274.83,38.21
24020363,81004,35353,147.5,22.75
24020364,86440,41538,172.04,23.21
24020365,113056,54867,233.12,31.25
24020366,154564,71007,309.33,42.83
24020367,94544,43516,176.87,26.46
24020368,35080,19540,65.5,9.08
24020369,213116,87706,403.96,63.67
24020370,89528,33200,147.75,26.71
24020371,43668,20524,85.17,12.04
24020372,56040,25521,107.58,16.21
24020373,243416,102913,496.12,68.58
24020374,222736,116254,435.0,57.13
24020375,118860,54521,230.96,32.58
24020376,152968,70549,313.83,41.58
24020377,22372,9311,45.42,7.46
24020378,185828,89346,377.42,49.5
24020379,103104,46925,194.46,29.33
24020380,107688,50991,212.21,29.79
24020381,46468,23143,96.75,14.08
24020382,29476,16387,65.04,8.21
24020383,191952,100782,373.96,49.54
24020384,133216,61333,265.62,36.58
24020385,99264,38787,167.33,28.79
24020386,117576,50299,215.25,32.67
24020387,151200,69728,301.08,42.21
24020388,132096,50994,235.87,37.42
24020389,112652,52532,217.63,30.25
24020390,38980,17177,74.58,11.04
24020391,145620,66113,290.54,40.17
24020392,89612,39065,160.37,24.08
24020393,101464,37913,172.96,31.75
24020394,196260,71487,335.62,59.38
24020395,101316,48873,199.79,28.5
24020396,115760,52418,219.62,31.5
24020397,126576,51058,221.21,35.0
24020398,51972,20475,94.5,16.29
24020399,181528,78667,347.83,49.88
24020400,159968,75657,322.08,42.46
24020401,134816,68321,247.5,35.0
24020402,126068,58558,243.79,42.0
24020403,85708,36414,187.75,27.21
24020404,116712,58082,245.71,31.37
24020405,106540,49772,209.21,29.29
24020406,78260,36001,149.88,21.63
24020407,67232,29645,132.75,19.38
24020408,146844,60568,298.5,43.08
24020409,143024,67105,290.96,39.42
24020410,129456,56465,246.87,36.29
24020411,307920,169197,661.46,84.54
24020412,72180,32877,143.33,22.29
24020413,99156,41096,177.04,28.17
24020414,149128,64702,287.33,42.46
24020415,78732,40959,158.13,20.96
24020416,129176,61293,255.5,34.5
24020417,81572,36662,150.38,23.17
24020418,142992,62328,293.96,39.88
24020419,36208,12794,62.62,11.17
24020420,130904,60811,255.46,34.58
24020421,158236,74344,323.67,43.29
24020422,89764,39626,182.71,29.12
24020423,170644,75624,344.13,49.42
24020424,103128,48426,205.08,28.96
24020425,130996,61352,263.71,35.92
24020426,83536,39826,162.83,22.67
24020427,121728,59441,243.04,34.96
24020428,120924,54243,230.25,32.79
24020429,85460,41534,172.71,23.17
24020430,101564,42832,183.38,29.75
24020431,124464,56931,234.92,32.88
24020432,86344,41079,164.17,23.21
24020433,95236,43745,178.0,26.58
24020434,150364,79715,335.67,38.75
24020435,50048,22643,95.71,14.83
24020436,60068,26466,114.33,18.0
24020437,109156,43367,186.63,30.71
24020438,197044,96789,404.83,52.54
24020439,86320,41344,165.25,23.33
24020440,113048,51283,214.54,30.92
24020441,103644,42732,183.04,29.29
24020442,80204,31701,137.46,22.75
24020443,54504,30100,118.63,15.79
24020444,130164,60997,255.29,34.96
24020445,206236,102146,432.88,53.46
24020446,131400,61751,266.84,35.46
24020447,105948,49277,203.46,28.92
24020448,103488,47289,194.37,28.42
24020449,111984,51241,213.42,30.92
24020450,78076,40042,163.71,21.29
24020451,111136,48951,206.5,31.58
24020452,135916,60604,271.04,38.0
24020453,107616,45959,193.33,29.75
24020454,120980,50424,215.83,33.04
24020455,116864,53339,222.83,31.42
24020456,82176,37678,152.87,22.54
24020457,75860,33224,137.46,21.42
24020458,111784,53532,220.33,30.54
24020459,52392,25275,104.58,15.25
24020460,113120,54825,227.08,30.75
24020461,29332,15110,62.71,8.79
24020462,102800,45104,198.63,30.96
24020463,93208,47213,191.75,25.37
24020464,145060,77401,271.0,37.63
24020465,69940,29524,126.87,21.21
24020466,106480,50051,207.96,30.34
24020467,77492,36527,147.54,21.25
24020468,79408,38398,151.04,21.5
24020469,118204,55575,230.54,31.67
24020470,106868,51789,216.71,28.58
24020471,119736,67002,224.08,29.25
24020472,78792,37521,149.21,20.96
24020473,76288,36699,145.63,20.25
24020474,106244,42647,187.0,32.17
24020475,169200,76126,337.92,47.75
24020476,85924,42492,170.12,22.92
24020477,74728,35253,141.33,20.54
24020478,104652,49158,204.67,29.79
24020479,92036,43791,177.21,25.87
24020480,107180,48427,199.21,29.21
24020481,89572,39054,160.08,24.21
24020482,99080,46083,189.17,27.08
24020483,95336,41790,173.67,27.5
24020484,100436,42787,177.92,28.13
24020485,86968,43602,171.04,22.96
24020486,53220,24414,103.0,15.79
24020487,102540,44264,186.04,29.29
24020488,144152,66210,293.04,39.75
24020489,72468,34601,137.92,20.0
24020490,79236,35323,144.71,21.96
24020491,132160,73961,262.04,32.29
24020492,97912,42766,177.17,27.46
24020493,82092,39894,162.17,22.29
24020494,138284,58654,271.79,39.67
24020495,90248,41806,168.13,24.29
24020496,36136,18587,76.37,10.0
24020497,70528,31290,128.33,19.46
24020498,212152,89401,400.63,60.71
24020499,91500,39204,161.04,24.75
24020500,93212,44537,177.58,25.33
24020501,138256,78010,278.12,34.79
24020502,75088,34341,139.25,20.75
24020503,23004,12705,52.54,6.67
24020504,97984,47250,218.46,31.21
24020505,74772,32763,145.37,22.46
24020506,141284,59800,294.75,41.71
24020507,34780,13803,68.5,11.04
24020508,140564,60232,299.46,45.08
24020509,91224,41341,183.92,26.96
24020510,166200,79407,418.17,64.38
24020511,80816,38114,186.46,23.96
24020512,150596,67677,357.29,51.13
24020513,77076,37255,177.88,25.42
24020514,106936,47614,213.08,31.96
24020515,99052,40138,189.0,32.58
24020516,82748,40911,152.62,23.79
24020517,71988,33263,146.46,23.0
24020518,143068,54951,256.12,40.67
24020519,104572,41889,182.13,29.96
24020520,74336,33331,137.92,21.04
24020521,173732,85852,326.12,46.88
24020522,109588,51051,217.29,31.54
24020523,135948,63276,288.0,42.17
24020524,127024,55836,255.79,36.67
24020525,82436,39677,168.58,23.25
24020526,120152,64725,238.04,32.25
24020527,95684,44390,186.83,26.38
24020528,82172,37854,151.38,21.75
24020529,97852,41685,176.29,28.54
24020530,109268,49676,212.33,35.25
24020531,116244,59151,239.71,30.21
24020532,63004,30630,125.04,17.29
24020533,68760,32204,129.96,19.42
24020534,91460,42358,169.37,24.33
24020535,110716,50004,207.58,30.29
24020536,20388,10778,46.63,6.54
24020537,133300,67594,264.96,35.42
24020538,72032,33544,135.08,20.04
24020539,103868,45153,188.5,29.67
24020540,83676,38653,155.92,22.87
24020541,100116,46293,188.46,28.08
24020542,73824,25713,119.46,22.09
24020543,20496,7675,39.5,6.96
24020544,126184,59264,244.13,33.63
24020545,103232,50585,203.87,46.21
24020546,65012,31606,129.46,17.71
24020547,103156,43788,184.29,29.25
24020548,140272,66439,287.0,40.59
24020549,122232,60313,255.58,32.79
24020550,16192,7202,35.08,5.87
24020551,88720,42562,178.25,25.0
24020552,166756,71196,335.71,51.63
24020553,113168,50296,220.42,33.13
24020554,77004,36712,151.92,21.75
24020555,118324,56563,242.63,32.08
24020556,83020,38631,161.54,23.21
24020557,82808,42693,150.17,22.37
24020558,165808,84234,367.29,44.38
24020559,76028,39312,156.17,20.71
24020560,93772,42382,179.21,27.13
24020561,70816,32758,136.63,19.96
24020562,106752,51735,216.62,29.04
24020563,53236,24859,108.54,15.96
24020564,100076,41281,183.0,30.54
24020565,82328,37864,203.79,38.96
24020566,128028,68613,241.33,34.08
24020567,156596,68183,311.21,44.58
24020568,75300,32372,137.5,22.25
24020569,109544,47308,211.58,32.29
24020570,100056,47082,196.54,28.54
24020571,25088,13433,59.42,7.96
24020572,135876,61993,279.71,40.37
24020573,17040,8205,37.71,6.0
24020574,151268,64792,300.04,44.21
24020575,37660,16065,70.79,10.87
24020576,82788,37654,156.91,24.63
24020577,122272,62077,263.92,31.92
24020578,93904,45709,185.92,25.5
24020579,80756,39044,159.87,21.25
24020580,124556,46089,213.04,35.54
24020581,64300,28082,124.75,18.62
24020582,43224,23317,93.25,11.17
24020583,204284,83512,402.12,60.41
24020584,144916,69460,303.13,38.62
24020585,109548,46885,202.75,32.96
24020586,135568,62688,276.54,38.46
24020587,160424,79260,298.21,42.58
24020588,123404,50768,224.96,34.67
24020589,96004,40810,172.67,27.54
24020590,113268,53841,222.5,30.79
24020591,160212,75689,330.46,42.71
24020592,68380,32183,130.58,19.38
24020593,161740,83423,319.0,42.25
24020594,132432,51738,243.41,38.58
24020595,33992,13181,64.96,10.67
24020596,133620,64297,285.5,36.87
24020597,206740,82614,399.37,61.67
24020598,199060,85468,376.62,55.75
24020599,94592,41324,176.13,26.96
24020600,105672,49620,205.79,28.79
24020601,122796,54903,232.96,33.46
24020602,126052,51581,223.33,34.38
24020603,36688,15406,68.0,10.58
24020604,108532,48118,205.13,30.62
24020605,76940,33956,138.92,21.46
24020606,160436,79599,338.41,42.67
24020607,107920,45505,195.75,30.58
24020608,77456,37674,149.92,21.04
24020609,97720,37235,163.71,28.29
24020610,45084,18881,83.29,14.04
24020611,214304,99887,430.75,58.92
24020612,86480,41819,167.67,23.13
24020613,120456,55549,238.87,32.54
24020614,23236,11173,49.54,7.63
24020615,12436,5910,30.88,4.62
24020616,172664,74141,356.08,53.46
24020617,91340,40651,167.88,26.71
24020618,118068,57531,236.92,32.38
24020619,59252,27343,114.71,16.83
24020620,93304,32757,148.25,27.54
24020621,64480,29661,125.13,18.37
24020622,55764,22867,100.29,16.42
24020623,102084,44982,188.46,29.38
24020624,130564,55166,237.92,36.08
24020625,177588,80663,361.87,49.46
24020626,105856,51380,210.0,28.54
24020627,198252,92701,392.87,53.37
24020628,42928,16040,75.58,13.71
24020629,175600,82823,360.67,47.87
24020630,91584,39681,165.29,25.83
24020631,26920,13227,57.13,8.0
24020632,157336,73090,311.17,42.42
24020633,168000,72640,317.0,45.79
24020634,141396,57174,257.58,40.5
24020635,94892,44893,180.5,26.13
24020636,211640,112800,411.96,56.17
24020637,12156,5991,28.25,4.38
24020638,132216,58940,256.42,35.75
24020639,218176,106887,544.17,67.83
24020640,131436,56759,280.87,43.38
24020641,102788,49389,237.33,31.12
24020642,99424,42932,193.96,29.87
24020643,85428,34082,163.42,25.79
24020644,85604,40953,175.25,24.37
24020645,134832,60281,293.37,41.37
24020646,102216,44068,198.41,30.63
24020647,95448,40963,185.75,28.54
24020648,147340,68516,321.54,43.33
24020649,98876,45133,196.04,28.79
24020650,130464,55938,257.29,39.54
24020651,105460,49922,217.17,29.83
24020652,79520,32000,148.12,23.92
24020653,75452,32683,143.38,20.92
24020654,63480,30661,133.83,17.83
24020655,193172,83779,369.5,54.58
24020656,128044,60210,254.04,35.21
24020657,100008,45798,195.71,28.21
24020658,90040,37954,167.5,26.67
24020659,67384,31480,142.5,19.29
24020660,26000,13967,67.46,7.96
24020661,152260,65704,284.58,45.29
24020662,92964,39802,170.54,27.16
24020663,124088,55050,235.46,36.0
24020664,79424,36934,156.71,22.29
24020665,142624,68449,293.04,37.92
24020666,100100,44186,180.96,27.46
24020667,60336,24507,108.46,17.79
24020668,154220,72364,310.12,40.58
24020669,71432,34664,137.33,19.33
24020670,134896,57382,259.0,39.21
24020671,86156,38261,157.38,23.29
24020672,135924,62782,267.71,36.79
24020673,67832,32445,137.21,19.33
24020674,99284,46674,190.46,27.38
24020675,128180,56929,241.08,34.79
24020676,118572,53902,227.42,31.5
24020677,95544,43231,177.67,27.17
24020678,132004,59339,261.17,36.38
24020679,116404,54634,237.58,31.12
24020680,87244,36292,149.54,23.37
24020681,106744,49529,202.37,28.79
24020682,64308,30663,126.29,17.79
24020683,60424,28406,117.88,17.25
24020684,53140,22255,99.42,15.92
24020685,166352,79435,340.79,44.0
24020686,134648,60341,263.71,37.71
24020687,135584,58642,277.92,41.29
24020688,123796,55695,268.38,36.13
24020689,66892,31991,131.96,19.42
24020690,151836,62299,323.75,49.5
24020691,89136,45788,191.63,24.08
24020692,81832,37398,161.42,23.21
24020693,69576,30921,133.17,19.5
24020694,126944,65624,236.13,33.58
24020695,73448,32812,137.33,21.04
24020696,89300,40993,165.54,23.92
24020697,125856,58378,243.21,33.42
24020698,128504,58732,248.12,34.25
24020699,164548,67736,286.5,47.54
24020700,87432,40392,162.67,24.29
24020701,96336,45363,182.46,26.83
24020702,93484,42750,174.62,26.25
24020703,104492,44782,188.17,29.79
24020704,124588,53663,231.5,34.75
24020705,103948,48449,198.92,28.96
24020706,102840,46565,191.38,28.63
24020707,110592,48878,203.42,30.33
24020708,88948,43613,170.88,23.46
24020709,70548,37033,142.62,18.79
24020710,103132,49363,209.58,30.13
24020711,90464,49350,217.58,25.0
24020712,58748,26819,126.75,18.83
24020713,88308,38479,164.91,25.25
24020714,119336,56544,240.83,32.67
24020715,109392,50908,220.21,30.46
24020716,123040,60791,258.96,33.29
