block_number,cache_size_bytes
24038241,2534606
24038242,3876681
24038243,2775863
24038244,544864
24038245,1146836
24038246,4309975
24038247,5355013
24038248,2035066
24038249,4336372
24038250,2955377
24038251,2926382
24038252,3557515
24038253,2279520
24038254,2757488
24038255,3757473
24038256,2668663
24038257,3157216
24038258,3169529
24038259,2851342
24038260,1861407
24038261,2120190
24038262,2566426
24038263,1825792
24038264,3458081
24038265,2855336
24038266,2878852
24038267,3730107
24038268,3489861
24038269,2263807
24038270,2339032
24038271,6532179
24038272,5866627
24038273,6081082
24038274,3721743
24038275,4186425
24038276,5290296
24038277,6607086
24038278,4506143
24038279,5119619
24038280,1469245
24038281,2517932
24038282,7819419
24038283,5813061
24038284,4514953
24038285,3826874
24038286,3214376
24038287,4664616
24038288,3022719
24038289,2189706
24038290,4740058
24038291,4922481
24038292,2296859
24038293,651641
24038294,4313019
24038295,3512320
24038296,2956600
24038297,4668812
24038298,2931055
24038299,2706988
24038300,2792236
24038301,2468770
24038302,3174613
24038303,1768835
24038304,2646379
24038305,5864726
24038306,4436167
24038307,3271742
24038308,3381042
24038309,3539826
24038310,4255464
24038311,3745308
24038312,4247819
24038313,2228887
24038314,4063722
24038315,4467480
24038316,4520559
24038317,3774339
24038318,628756
24038319,4336337
24038320,3164001
24038321,850541
24038322,2604825
24038323,1038866
24038324,3659049
24038325,3511203
24038326,3099056
24038327,2530845
24038328,5123398
24038329,3015332
24038330,734615
24038331,4759457
24038332,1563647
24038333,4730900
24038334,5721516
24038335,592530
24038336,4119436
24038337,3942933
24038338,3525368
24038339,4207680
24038340,4311578
24038341,3351535
24038342,2474711
24038343,2657726
24038344,3548112
24038345,2446130
24038346,2905002
24038347,2819223
24038348,2471721
24038349,1071785
24038350,1834836
24038351,2712067
24038352,2664062
24038353,3541267
24038354,3181076
24038355,3959560
24038356,1335185
24038357,4101370
24038358,2654751
24038359,4123215
24038360,1860525
24038361,2953431
24038362,2658575
24038363,2112680
24038364,3799856
24038365,2563618
24038366,2626367
24038367,1741568
24038368,3145928
24038369,3111290
24038370,2897205
24038371,4002182
24038372,2542724
24038373,2056964
24038374,2938840
24038375,3884590
24038376,2246390
24038377,3631701
24038378,1779678
24038379,3080268
24038380,3409771
24038381,2760707
24038382,2672700
24038383,3702605
24038384,1925506
24038385,3990799
24038386,4460451
24038387,877440
24038388,3178324
24038389,3079878
24038390,1762990
24038391,2267562
24038392,4512661
24038393,4085345
24038394,1886042
24038395,3844688
24038396,3088942
24038397,3575081
24038398,3383215
24038399,2490404
24038400,2883062
24038401,3104951
24038402,2228095
24038403,3792217
24038404,445847
24038405,3014876
24038406,2848240
24038407,2773686
24038408,2976997
24038409,2058632
24038410,2491356
24038411,2174087
24038412,1605068
24038413,2048175
24038414,2496185
24038415,2287777
24038416,2946983
24038417,2179616
24038418,1940471
24038419,800970
24038420,4426178
24038421,2070332
24038422,3733448
24038423,757646
24038424,3719502
24038425,2885332
24038426,1869932
24038427,2483616
24038428,2975955
24038429,3649607
24038430,4146730
24038431,1656029
24038432,2565062
24038433,4724348
24038434,2264077
24038435,4068374
24038436,2579219
24038437,3075527
24038438,2788219
24038439,2263450
24038440,3801223
24038441,4304300
24038442,539374
24038443,3189726
24038444,3596129
24038445,3486721
24038446,2265252
24038447,3088169
24038448,2675618
24038449,3053533
24038450,3189418
24038451,383476
24038452,3261682
24038453,4612525
24038454,2338682
24038455,916870
24038456,4256592
24038457,3003941
24038458,4491603
24038459,2164853
24038460,3771008
24038461,2660452
24038462,2605767
24038463,1613105
24038464,2932698
24038465,598021
24038466,4566954
24038467,2824549
24038468,2558949
24038469,4982966
24038470,3216490
24038471,4227710
24038472,474200
24038473,5761321
24038474,2726379
24038475,784228
24038476,4473085
24038477,3988156
24038478,788568
24038479,4628210
24038480,3001630
24038481,2239725
24038482,3318033
24038483,2539981
24038484,3348437
24038485,2735899
24038486,2720036
24038487,2679768
24038488,2352754
24038489,3906679
24038490,1956125
24038491,3391807
24038492,2174607
24038493,3239165
24038494,2596230
24038495,3475519
24038496,3871943
24038497,2274003
24038498,2535768
24038499,2571118
24038500,3451718
24038501,2846568
24038502,2409969
24038503,2921302
24038504,3670411
24038505,1699677
24038506,1810321
24038507,3365453
24038508,432044
24038509,3484710
24038510,3170138
24038511,2659717
24038512,2135561
24038513,2187356
24038514,1796856
24038515,2342167
24038516,3978062
24038517,2783899
24038518,2470138
24038519,2883624
24038520,3409238
24038521,554829
24038522,3575983
24038523,606018
24038524,4842362
24038525,3002287
24038526,4224127
24038527,2222557
24038528,3007620
24038529,3990245
24038530,2402423
24038531,2053685
24038532,454646
24038533,2916272
24038534,3359467
24038535,1005517
24038536,4239490
24038537,3103714
24038538,2627666
24038539,2760557
24038540,2829205
24038541,1455318
24038542,2304645
24038543,2922760
24038544,3137572
24038545,662872
24038546,3109787
24038547,2424502
24038548,2318414
24038549,2702480
24038550,2515232
24038551,2359578
24038552,2920883
24038553,3439956
24038554,1937082
24038555,2795112
24038556,2508248
24038557,1934026
24038558,2326523
24038559,2463693
24038560,301726
24038561,3055528
24038562,3168331
24038563,2046688
24038564,3127196
24038565,1786410
24038566,2538064
24038567,3261816
24038568,2395079
24038569,4402162
24038570,450519
24038571,3032970
24038572,4290496
24038573,3407807
24038574,2930511
24038575,827385
24038576,810763
24038577,3365665
24038578,627121
24038579,3585253
24038580,2932472
24038581,2833745
24038582,2737573
24038583,2917476
24038584,2361967
24038585,2054114
24038586,2839103
24038587,3214368
24038588,2080308
24038589,2481325
24038590,1973599
24038591,2072471
24038592,2223780
24038593,3434279
24038594,2959538
24038595,1985072
24038596,2841256
24038597,2584418
24038598,2646869
24038599,2119667
24038600,3520783
24038601,2326946
24038602,1916763
24038603,2742624
24038604,2266746
24038605,2961769
24038606,2795349
24038607,1997618
24038608,2637297
24038609,2839700
24038610,1734464
24038611,2397345
24038612,1618371
24038613,3464049
24038614,2323071
24038615,3297256
24038616,2137533
24038617,3875632
24038618,2119629
24038619,3390179
24038620,4162019
24038621,4757092
24038622,2572302
24038623,517065
24038624,5681307
24038625,2128194
24038626,3393852
24038627,2399242
24038628,4865541
24038629,4964890
24038630,3451015
24038631,1767356
24038632,4313270
24038633,2574700
24038634,3799714
24038635,2505133
24038636,1927807
24038637,3004232
24038638,3857112
24038639,1882045
24038640,2967721
24038641,2071950
24038642,2261854
24038643,2389891
24038644,1574481
24038645,3298108
24038646,2856333
24038647,3052081
24038648,3125647
24038649,2032790
24038650,2235307
24038651,2714325
24038652,2884492
24038653,3094742
24038654,3248766
24038655,1748510
24038656,3202418
24038657,2748873
24038658,3645559
24038659,3141768
24038660,2539039
24038661,3665088
24038662,2219277
24038663,3390324
24038664,2750626
24038665,3181309
24038666,3493741
24038667,1926875
24038668,2990739
24038669,1892315
24038670,1690886
24038671,3852796
24038672,3759841
24038673,3220572
24038674,4620582
24038675,5248794
24038676,5686510
24038677,3187053
24038678,3786747
24038679,3954474
24038680,3542524
24038681,4186729
24038682,2744412
24038683,668874
24038684,4197908
24038685,3206702
24038686,3427632
24038687,3380027
24038688,836686
24038689,3177420
24038690,706856
24038691,423656
24038692,5611118
24038693,2347282
24038694,3693918
24038695,2803053
24038696,2719111
24038697,2501592
24038698,2165454
24038699,797647
24038700,3371905
24038701,2927925
24038702,2416396
24038703,2682350
24038704,2077456
24038705,2985559
24038706,2962091
24038707,2237577
24038708,2639599
24038709,3004062
24038710,2419078
24038711,2501786
24038712,2424854
24038713,2264006
24038714,2530242
24038715,1842515
24038716,292488
24038717,3867458
24038718,3174180
24038719,2413247
24038720,4015333
24038721,2021394
24038722,3489734
24038723,3030872
24038724,820561
24038725,2891893
24038726,1546191
24038727,4522177
24038728,3448790
24038729,2793702
24038730,2234171
24038731,2581320
24038732,1798132
24038733,2956940
24038734,2242109
24038735,2966323
24038736,3347607
24038737,1815038
24038738,722646
24038739,2805647
24038740,2424767
24038741,2281467
24038742,2234292
24038743,3526957
24038744,1930481
24038745,866434
24038746,3449311
24038747,2545502
24038748,2267850
24038749,2330529
24038750,2630653
24038751,1527310
24038752,3736521
24038753,560747
24038754,4118522
24038755,2766137
24038756,3246829
24038757,1931298
24038758,2934518
24038759,2538756
24038760,2561060
24038761,3495448
24038762,1776181
24038763,3342022
24038764,2252327
24038765,2002821
24038766,2045547
24038767,3361613
24038768,1225796
24038769,2587405
24038770,2305221
24038771,3135648
24038772,2301749
24038773,2669689
24038774,3232038
24038775,3711965
24038776,2500401
24038777,2672295
24038778,2692241
24038779,3934148
24038780,4161188
24038781,3146462
24038782,510654
24038783,4253918
24038784,3231534
24038785,3184285
24038786,2634382
24038787,2335956
24038788,3598070
24038789,3411344
24038790,2527490
24038791,3327463
24038792,4301409
24038793,2479158
24038794,2026035
24038795,3794555
24038796,423462
24038797,3238444
24038798,2880340
24038799,1170847
24038800,3622202
24038801,3634188
24038802,2453264
24038803,296297
24038804,3451735
24038805,3437665
24038806,2202060
24038807,738685
24038808,3872596
24038809,2401923
24038810,2910816
24038811,1892478
24038812,798552
24038813,2846745
24038814,2772759
24038815,1284735
24038816,3405753
24038817,2815380
24038818,2184729
24038819,1602818
24038820,1905980
24038821,4082274
24038822,1673365
24038823,1887560
24038824,2815849
24038825,2802450
24038826,2491250
24038827,2641833
24038828,3703325
24038829,3082664
24038830,3805010
24038831,3025610
24038832,2314902
24038833,3073902
24038834,2861684
24038835,2497615
24038836,25752
24038837,3538825
24038838,3781878
24038839,2450220
24038840,2880821
24038841,269475
24038842,3030009
24038843,1356607
24038844,3117036
24038845,2453616
24038846,2418590
24038847,2845537
24038848,2644250
24038849,1805532
24038850,3415605
24038851,2515422
24038852,3960181
24038853,2895139
24038854,3665487
24038855,3454166
24038856,2927915
24038857,2804775
24038858,3616899
24038859,4069194
24038860,377653
24038861,4111514
24038862,3156230
24038863,3019291
24038864,2071731
24038865,4290168
24038866,2728513
24038867,2266990
24038868,3111188
24038869,2889656
24038870,3373726
24038871,4048714
24038872,3181360
24038873,4894521
24038874,3148264
24038875,3580890
24038876,2237165
24038877,751909
24038878,3615217
24038879,3349841
24038880,3176332
24038881,4453242
24038882,2708543
24038883,2746242
24038884,2361324
24038885,3900537
24038886,3330062
24038887,4340712
24038888,4674618
24038889,3755837
24038890,3034497
24038891,2857517
24038892,2635192
24038893,3068280
24038894,3439939
24038895,3866034
24038896,231158
24038897,4257025
24038898,3734341
24038899,4190665
24038900,2731158
24038901,2259597
24038902,343530
24038903,4992339
24038904,3218496
24038905,2973749
24038906,2131369
24038907,3184395
24038908,1488627
24038909,3439322
24038910,572243
24038911,4862429
24038912,2552872
24038913,1905213
24038914,4085816
24038915,5945042
24038916,3961978
24038917,3852795
24038918,4441001
24038919,2763364
24038920,2157852
24038921,545615
24038922,5088840
24038923,3985719
24038924,2415739
24038925,3155766
24038926,3953818
24038927,3093910
24038928,689771
24038929,1998873
24038930,4037149
24038931,4367975
24038932,2386247
24038933,4143317
24038934,2511757
24038935,2251263
24038936,3165794
24038937,2489995
24038938,586858
24038939,3956033
24038940,1705674
24038941,1868332
24038942,2952849
24038943,1674041
24038944,2213033
24038945,2319263
24038946,3033674
24038947,2403043
24038948,2015547
24038949,1748348
24038950,2774280
24038951,1270266
24038952,2315147
24038953,308592
24038954,3843153
24038955,863468
24038956,799292
24038957,4319575
24038958,2700655
24038959,3143758
24038960,2088554
24038961,2590925
24038962,3188977
24038963,1616904
24038964,2457591
24038965,2704425
24038966,1816306
24038967,2486967
24038968,1374185
24038969,346576
24038970,4182169
24038971,3654763
24038972,4207486
24038973,2791991
24038974,3612165
24038975,2779468
24038976,1729364
24038977,2042263
24038978,2536059
24038979,2293307
24038980,3482516
24038981,2803304
24038982,2844351
24038983,2200661
24038984,3387056
24038985,3145845
24038986,1952823
24038987,3108827
24038988,2154855
24038989,2196761
24038990,2632016
24038991,671335
24038992,813992
24038993,2494188
24038994,4977638
24038995,1840549
24038996,2532933
24038997,2216436
24038998,3208738
24038999,1793717
24039000,2278068
24039001,3364926
24039002,2541985
24039003,4720920
24039004,1842426
24039005,3902274
24039006,3028476
24039007,2408302
24039008,2484926
24039009,2094427
24039010,1631088
24039011,3249013
24039012,2993781
24039013,2681055
24039014,3212462
24039015,552370
24039016,2742655
24039017,3113956
24039018,2284004
24039019,2176889
24039020,2959767
24039021,2026138
24039022,2752900
24039023,2327452
24039024,1866010
24039025,3402859
24039026,1980316
24039027,1249189
24039028,3024886
24039029,1681528
24039030,2189387
24039031,2545456
24039032,1863573
24039033,1346356
24039034,4864161
24039035,2121314
24039036,3945869
24039037,3065940
24039038,2356747
24039039,691498
24039040,3880450
24039041,2553164
24039042,2400239
24039043,2944761
24039044,2588953
24039045,660686
24039046,3583504
24039047,1841694
24039048,2325494
24039049,1838037
24039050,2952998
24039051,3670289
24039052,568069
24039053,1940294
24039054,2893846
24039055,2966073
24039056,432539
24039057,2506471
24039058,807801
24039059,2136759
24039060,5240706
24039061,659788
24039062,4089421
24039063,2037896
24039064,3249445
24039065,3138475
24039066,3002632
24039067,2506444
24039068,3518378
24039069,1032784
24039070,5555788
24039071,618215
24039072,4049510
24039073,649407
24039074,3877563
24039075,3358101
24039076,2917472
24039077,1040355
24039078,824494
24039079,2525846
24039080,5478252
24039081,3716460
24039082,2391312
24039083,2970801
24039084,3459898
24039085,3598790
24039086,5298268
24039087,2292896
24039088,2467533
24039089,2942231
24039090,3018907
24039091,2113227
24039092,3356693
24039093,3944268
24039094,2156519
24039095,2878126
24039096,3570170
24039097,1794766
24039098,2629969
24039099,2490043
24039100,2268652
24039101,1100725
24039102,4404197
24039103,1790897
24039104,2747214
24039105,2739225
24039106,485164
24039107,3647759
24039108,3141364
24039109,1865342
24039110,3563230
24039111,3260577
24039112,2139612
24039113,2995422
24039114,3161204
24039115,2620840
24039116,2782082
24039117,2789348
24039118,4995762
24039119,2825834
24039120,2732997
24039121,3297926
24039122,4024767
24039123,3434224
24039124,3918388
24039125,2823696
24039126,2728194
24039127,4013275
24039128,553323
24039129,4301086
24039130,2903724
24039131,2835566
24039132,3519518
24039133,945699
24039134,4970720
