block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24085706,138044,52192,52220
24085707,33490,18250,18278
24085708,110759,51798,51826
24085709,149580,72954,72982
24085710,103014,37963,37991
24085711,57002,27974,28002
24085712,154611,53990,54018
24085713,25146,12783,12811
24085714,115979,53893,53921
24085715,144553,57354,57382
24085716,103624,48736,48764
24085717,200013,84113,84141
24085718,72400,34269,34297
24085719,81891,38008,38036
24085720,84130,38744,38772
24085721,168718,65361,65389
24085722,10213,5118,5146
24085723,140932,67933,67961
24085724,200629,87508,87536
24085725,127600,63111,63139
24085726,81466,38170,38198
24085727,48900,21912,21940
24085728,152937,52055,52083
24085729,154412,76163,76191
24085730,122701,54340,54368
24085731,126244,63691,63719
24085732,118132,50068,50096
24085733,115719,47830,47858
24085734,103679,48480,48508
24085735,102647,47352,47380
24085736,98600,47871,47899
24085737,111765,46827,46855
24085738,94662,42874,42902
24085739,107770,39347,39375
24085740,143796,63144,63172
24085741,51008,25921,25949
24085742,40277,15272,15300
24085743,189929,53374,53402
24085744,172835,59347,59375
24085745,216852,94021,94049
24085746,84700,34504,34532
24085747,115699,49596,49624
24085748,59929,26355,26383
24085749,128078,55069,55097
24085750,13397,7427,7455
24085751,172169,56229,56257
24085752,26866,15175,15203
24085753,198697,70273,70301
24085754,50553,28296,28324
24085755,120622,53491,53519
24085756,128160,53607,53635
24085757,101543,45760,45788
24085758,95846,42453,42481
24085759,155137,54497,54525
24085760,87326,40127,40155
24085761,75917,36077,36105
24085762,108548,56741,56769
24085763,81458,37478,37506
24085764,225099,80719,80747
24085765,105199,40643,40671
24085766,69464,32413,32441
24085767,85761,32982,33010
24085768,61096,29104,29132
24085769,132416,49933,49961
24085770,159198,69089,69117
24085771,59993,28060,28088
24085772,110275,57360,57388
24085773,157061,52987,53015
24085774,18512,11054,11082
24085775,176296,79049,79077
24085776,137194,76731,76759
24085777,91859,43335,43363
24085778,187262,92955,92983
24085779,77937,39840,39868
24085780,117975,48275,48303
24085781,80925,31178,31206
24085782,128298,61823,61851
24085783,103636,39504,39532
24085784,93456,49867,49895
24085785,76207,38201,38229
24085786,183162,63392,63420
24085787,133183,64238,64266
24085788,108825,55609,55637
24085789,111342,63885,63913
24085790,42612,21058,21086
24085791,173401,86572,86600
24085792,76551,35819,35847
24085793,139138,65056,65084
24085794,111623,54216,54244
24085795,127043,54432,54460
24085796,61268,30651,30679
24085797,213928,124521,124549
24085798,68531,33807,33835
24085799,72853,35882,35910
24085800,67268,18982,19010
24085801,152657,44403,44431
24085802,216377,89221,89249
24085803,105690,44628,44656
24085804,71738,35122,35150
24085805,90166,45861,45889
24085806,74841,35724,35752
24085807,99203,45157,45185
24085808,75707,34612,34640
24085809,168476,59853,59881
24085810,83597,38700,38728
24085811,149145,49057,49085
24085812,48301,25356,25384
24085813,131363,58022,58050
24085814,53592,27388,27416
24085815,118733,51946,51974
24085816,86740,36719,36747
24085817,70049,32652,32680
24085818,177295,63708,63736
24085819,71587,37892,37920
24085820,124758,54467,54495
24085821,67200,30990,31018
24085822,29263,13983,14011
24085823,183350,69079,69107
24085824,140833,60618,60646
24085825,83948,40765,40793
24085826,97779,40114,40142
24085827,75815,37858,37886
24085828,72367,35060,35088
24085829,159591,52392,52420
24085830,159051,72357,72385
24085831,72088,35174,35202
24085832,70950,30428,30456
24085833,122309,60206,60234
24085834,33599,18430,18458
24085835,158059,54738,54766
24085836,111219,51931,51959
24085837,130077,51419,51447
24085838,115070,60676,60704
24085839,78324,36781,36809
24085840,92455,39492,39520
24085841,54871,24056,24084
24085842,174560,66416,66444
24085843,122299,62503,62531
24085844,127553,48897,48925
24085845,78041,37818,37846
24085846,72963,32558,32586
24085847,28819,16150,16178
24085848,188855,61059,61087
24085849,92820,43794,43822
24085850,104587,51042,51070
24085851,93152,36344,36372
24085852,61966,27264,27292
24085853,62461,28716,28744
24085854,148948,73636,73664
24085855,63337,27137,27165
24085856,85925,37952,37980
24085857,66337,33576,33604
24085858,57104,27310,27338
24085859,68958,30377,30405
24085860,150093,72493,72521
24085861,136667,49440,49468
24085862,54154,27408,27436
24085863,154719,61033,61061
24085864,83971,33690,33718
24085865,105069,51674,51702
24085866,55822,26728,26756
24085867,93541,49495,49523
24085868,108187,49688,49716
24085869,12285,7161,7189
24085870,161851,58510,58538
24085871,95087,38075,38103
24085872,164254,58577,58605
24085873,95757,48108,48136
24085874,81925,41369,41397
24085875,66459,30034,30062
24085876,113552,35931,35959
24085877,171037,77248,77276
24085878,68971,32939,32967
24085879,51259,25083,25111
24085880,101661,50488,50516
24085881,147182,50008,50036
24085882,55634,30317,30345
24085883,75454,35965,35993
24085884,133848,35983,36011
24085885,122345,52165,52193
24085886,109706,52548,52576
24085887,67685,29274,29302
24085888,118853,52649,52677
24085889,77832,37100,37128
24085890,172390,69316,69344
24085891,75776,34070,34098
24085892,122600,50691,50719
24085893,107194,46007,46035
24085894,124046,51605,51633
24085895,69135,33999,34027
24085896,155634,54841,54869
24085897,59866,27833,27861
24085898,177173,63817,63845
24085899,114566,47192,47220
24085900,79517,36274,36302
24085901,92209,42323,42351
24085902,65458,32945,32973
24085903,94027,43348,43376
24085904,87102,40561,40589
24085905,201116,63989,64017
24085906,189122,79767,79795
24085907,109877,44507,44535
24085908,82175,41329,41357
24085909,26043,14758,14786
24085910,103420,53267,53295
24085911,118689,60408,60436
24085912,143702,63055,63083
24085913,58841,27159,27187
24085914,153357,55516,55544
24085915,163044,62497,62525
24085916,70573,33572,33600
24085917,75459,35147,35175
24085918,97357,47041,47069
24085919,111786,51810,51838
24085920,81522,37159,37187
24085921,77377,36258,36286
24085922,141410,60926,60954
24085923,117785,56148,56176
24085924,141061,61626,61654
24085925,209368,91713,91741
24085926,169019,62089,62117
24085927,126124,54526,54554
24085928,227794,84593,84621
24085929,106243,45247,45275
24085930,150618,60744,60772
24085931,117944,61092,61120
24085932,137651,58575,58603
24085933,174505,64101,64129
24085934,94762,35217,35245
24085935,70081,37694,37722
24085936,195301,90323,90351
24085937,145619,68178,68206
24085938,82280,35740,35768
24085939,91432,43073,43101
24085940,363411,106781,106809
24085941,89727,47203,47231
24085942,90328,46147,46175
24085943,105428,45340,45368
24085944,101291,47943,47971
24085945,74812,32389,32417
24085946,184054,85699,85727
24085947,106591,57159,57187
24085948,82924,39870,39898
24085949,195625,78569,78597
24085950,64004,27854,27882
24085951,79789,37155,37183
24085952,122744,62567,62595
24085953,175636,92326,92354
24085954,89136,46354,46382
24085955,74033,22652,22680
24085956,247717,101164,101192
24085957,79310,36760,36788
24085958,83217,43356,43384
24085959,86679,44969,44997
24085960,95969,49847,49875
24085961,103902,42980,43008
24085962,70231,35690,35718
24085963,59476,27564,27592
24085964,168445,49013,49041
24085965,217339,92545,92573
24085966,169463,80148,80176
24085967,153189,62001,62029
24085968,86409,46001,46029
24085969,178565,72156,72184
24085970,37853,22283,22311
24085971,241408,121915,121943
24085972,48167,26279,26307
24085973,40050,20235,20263
24085974,30187,15924,15952
24085975,219123,96597,96625
24085976,214885,108221,108249
24085977,19995,9295,9323
24085978,216217,112477,112505
24085979,90520,41115,41143
24085980,205031,97896,97924
24085981,237141,105854,105882
24085982,143873,50425,50453
24085983,93490,47970,47998
24085984,95463,44286,44314
24085985,86938,36286,36314
24085986,110328,48555,48583
24085987,104818,45003,45031
24085988,419146,174243,174271
24085989,70175,34398,34426
24085990,244897,114215,114243
24085991,123198,69778,69806
24085992,138180,65315,65343
24085993,122094,60829,60857
24085994,82757,37448,37476
24085995,97012,46708,46736
24085996,145874,57090,57118
24085997,264868,138366,138394
24085998,116541,60247,60275
24085999,111631,49883,49911
24086000,128531,50787,50815
24086001,157579,64257,64285
24086002,263091,130158,130186
24086003,113654,62207,62235
24086004,282898,128835,128863
24086005,87581,41787,41815
24086006,86470,41251,41279
24086007,222431,104790,104818
24086008,63628,26873,26901
24086009,73437,35873,35901
24086010,79972,39584,39612
24086011,79001,34032,34060
24086012,57197,25840,25868
24086013,43203,19061,19089
24086014,216943,90862,90890
24086015,115390,53142,53170
24086016,46739,21880,21908
24086017,103887,47873,47901
24086018,148177,76632,76660
24086019,84306,39595,39623
24086020,87368,39378,39406
24086021,83273,41510,41538
24086022,109127,50375,50403
24086023,178616,79596,79624
24086024,102728,54047,54075
24086025,86673,44936,44964
24086026,231735,114685,114713
24086027,136387,72481,72509
24086028,192868,104268,104296
24086029,127919,73828,73856
24086030,83193,38581,38609
24086031,83985,37350,37378
24086032,97421,52155,52183
24086033,275177,141165,141193
24086034,130524,70275,70303
24086035,127168,67585,67613
24086036,45474,22944,22972
24086037,149375,60561,60589
24086038,83640,44870,44898
24086039,45565,22633,22661
24086040,85674,41276,41304
24086041,67717,41911,41939
24086042,127431,58018,58046
24086043,173435,79818,79846
24086044,108613,52114,52142
24086045,203405,100874,100902
24086046,206883,115230,115258
24086047,81073,39148,39176
24086048,31852,16356,16384
24086049,260321,110739,110767
24086050,91908,43202,43230
24086051,151879,92823,92851
24086052,15337,7633,7661
24086053,237116,84992,85020
24086054,59307,24967,24995
24086055,126681,60975,61003
24086056,41132,16948,16976
24086057,96221,44523,44551
24086058,165143,58653,58681
24086059,82447,38931,38959
24086060,99771,49016,49044
24086061,58627,28885,28913
24086062,80799,36643,36671
24086063,98716,45760,45788
24086064,121404,52066,52094
24086065,98418,46315,46343
24086066,148882,49265,49293
24086067,81084,40450,40478
24086068,68961,33470,33498
24086069,129891,48863,48891
24086070,140544,56573,56601
24086071,8662,4308,4336
24086072,184038,62329,62357
24086073,172370,49106,49134
24086074,98529,44503,44531
24086075,89955,43681,43709
24086076,114217,42883,42911
24086077,75201,34829,34857
24086078,73080,36094,36122
24086079,204932,71463,71491
24086080,79145,38409,38437
24086081,109696,40339,40367
24086082,146694,57486,57514
24086083,83004,36804,36832
24086084,113339,42171,42199
24086085,99574,43638,43666
24086086,7105,3634,3662
24086087,115694,56781,56809
24086088,78718,34082,34110
24086089,97292,46100,46128
24086090,142029,44926,44954
24086091,161508,63213,63241
24086092,73955,34155,34183
24086093,182342,67423,67451
24086094,64701,30315,30343
24086095,82138,42699,42727
24086096,145362,58502,58530
24086097,69578,30555,30583
24086098,15053,7462,7490
24086099,205014,72113,72141
24086100,164764,63796,63824
24086101,130043,42584,42612
24086102,71389,34059,34087
24086103,22678,12335,12363
24086104,153928,62126,62154
24086105,42342,21605,21633
24086106,229501,105272,105300
24086107,49147,21778,21806
24086108,71121,35588,35616
24086109,164437,63421,63449
24086110,98223,40779,40807
24086111,54754,26942,26970
24086112,123477,41307,41335
24086113,60177,27446,27474
24086114,179178,60399,60427
24086115,94094,37641,37669
24086116,102139,42363,42391
24086117,48581,22169,22197
24086118,153866,50251,50279
24086119,87127,41693,41721
24086120,159149,54568,54596
24086121,78970,39416,39444
24086122,36004,18616,18644
24086123,173625,61398,61426
24086124,146943,51623,51651
24086125,70208,33471,33499
24086126,60856,29725,29753
24086127,166528,58703,58731
24086128,54667,27772,27800
24086129,70164,36369,36397
24086130,125043,42132,42160
24086131,93658,41683,41711
24086132,122633,47412,47440
24086133,54460,26379,26407
24086134,151661,54076,54104
24086135,49870,25069,25097
24086136,51429,25919,25947
24086137,108421,34378,34406
24086138,83778,41398,41426
24086139,155745,56375,56403
24086140,87377,35555,35583
24086141,197421,67957,67985
24086142,92762,43334,43362
24086143,142536,57948,57976
24086144,51171,22946,22974
24086145,98581,47201,47229
24086146,138664,75924,75952
24086147,20948,11963,11991
24086148,234503,89958,89986
24086149,81598,37021,37049
24086150,155960,57140,57168
24086151,77464,33735,33763
24086152,77905,37473,37501
24086153,103155,41932,41960
24086154,153800,64547,64575
24086155,159898,81299,81327
24086156,112890,42063,42091
24086157,47942,24414,24442
24086158,91755,47330,47358
24086159,122630,41657,41685
24086160,91921,39401,39429
24086161,152379,81270,81298
24086162,6375,3235,3263
24086163,216166,81533,81561
24086164,152263,46795,46823
24086165,95845,47204,47232
24086166,106415,44841,44869
24086167,222870,88791,88819
24086168,116446,51809,51837
24086169,42124,20297,20325
24086170,66757,32448,32476
24086171,91271,43976,44004
24086172,159521,56025,56053
24086173,78786,38040,38068
24086174,113673,46928,46956
24086175,119605,46370,46398
24086176,53528,24585,24613
24086177,8596,3945,3973
24086178,201790,67662,67690
24086179,161654,59592,59620
24086180,85427,33987,34015
24086181,74891,36200,36228
24086182,88544,42539,42567
24086183,170468,61533,61561
24086184,72867,36513,36541
24086185,70876,35076,35104
24086186,131102,43067,43095
24086187,147405,47873,47901
24086188,48347,25035,25063
24086189,75450,34259,34287
24086190,154736,58766,58794
24086191,37360,14089,14117
24086192,94815,44081,44109
24086193,121581,52685,52713
24086194,49826,23699,23727
24086195,106523,42239,42267
24086196,65883,29718,29746
24086197,175186,59772,59800
24086198,69720,34412,34440
24086199,93803,41497,41525
24086200,116913,46798,46826
24086201,83100,38531,38559
24086202,139974,57258,57286
24086203,112151,40734,40762
24086204,73771,33257,33285
24086205,72606,30857,30885
